file,row_number,source_key,classification,canonical_smiles,duplicate_internal,duplicate_production,issue_type,message
data/lit_curation/solubility_staging.csv,22,o-methoxyaniline,NEEDS_CONDITION_MATCH_CHECK,,False,False,condition_match,Solubility row is not in a current priority organic process solvent.
data/lit_curation/solubility_staging.csv,23,o-methoxyaniline,NEEDS_CONDITION_MATCH_CHECK,,False,False,condition_match,Solubility row is not in a current priority organic process solvent.
data/lit_curation/solubility_staging.csv,24,carbazole,NEEDS_CONDITION_MATCH_CHECK,,False,False,condition_match,Solubility row is not in a current priority organic process solvent.
data/lit_curation/solubility_staging.csv,25,carbazole,NEEDS_CONDITION_MATCH_CHECK,,False,False,condition_match,Solubility row is not in a current priority organic process solvent.
data/lit_curation/solubility_staging.csv,26,carbazole,NEEDS_CONDITION_MATCH_CHECK,,False,False,condition_match,Solubility row is not in a current priority organic process solvent.
data/lit_curation/solubility_staging.csv,27,pyrrole,NEEDS_CONDITION_MATCH_CHECK,,False,False,condition_match,Solubility row is not in a current priority organic process solvent.
data/lit_curation/solubility_staging.csv,28,thiophene,NEEDS_CONDITION_MATCH_CHECK,,False,False,condition_match,Solubility row is not in a current priority organic process solvent.
data/lit_curation/solubility_staging.csv,29,thiophene,NEEDS_CONDITION_MATCH_CHECK,,False,False,condition_match,Solubility row is not in a current priority organic process solvent.
data/lit_curation/solubility_staging.csv,30,furan,NEEDS_CONDITION_MATCH_CHECK,,False,False,condition_match,Solubility row is not in a current priority organic process solvent.
data/lit_curation/solubility_staging.csv,31,aniline,NEEDS_SOURCE_CHECK,,True,False,internal_duplicate,Semantic duplicate inside staging file.
data/lit_curation/solubility_staging.csv,32,aniline,NEEDS_CONDITION_MATCH_CHECK,,False,False,condition_match,Solubility row is not in a current priority organic process solvent.
data/lit_curation/solubility_staging.csv,33,diphenylamine,NEEDS_CONDITION_MATCH_CHECK,,False,False,condition_match,Solubility row is not in a current priority organic process solvent.
data/lit_curation/solubility_staging.csv,34,diphenylamine,NEEDS_CONDITION_MATCH_CHECK,,False,False,condition_match,Solubility row is not in a current priority organic process solvent.
data/lit_curation/optical_doping_staging.csv,2,"PEDOT (poly(3,4-ethylenedioxythiophene))",PARK,c1scc2c1OCCO2,False,False,diagnostic_optical,Optical/doping staging is not part of this production ingest.
data/lit_curation/optical_doping_staging.csv,3,"PProDOT (poly(3,4-propylenedioxythiophene))",PARK,c1scc2c1OCCCO2,False,False,diagnostic_optical,Optical/doping staging is not part of this production ingest.
data/lit_curation/optical_doping_staging.csv,4,"PEDOP (poly(3,4-ethylenedioxypyrrole))",NEEDS_REFERENCE_CONVERSION_CHECK,c1[nH]cc2c1OCCO2,False,False,reference_conversion,Doping onset is not convertible under pinned reference conventions.
data/lit_curation/optical_doping_staging.csv,5,"PProDOP (poly(3,4-propylenedioxypyrrole))",NEEDS_REFERENCE_CONVERSION_CHECK,c1[nH]cc2c1OCCCO2,False,False,reference_conversion,Doping onset is not convertible under pinned reference conventions.
data/lit_curation/optical_doping_staging.csv,6,"Poly(3-hexylthiophene) (P3HT), regioregular thin film on ITO",PARK,CCCCCCc1ccsc1,False,False,diagnostic_optical,Optical/doping staging is not part of this production ingest.
data/lit_curation/optical_doping_staging.csv,7,"Poly(3-hexylthiophene) (P3HT), linear regioregular, highest-Mn sample L43 (in CHCl3 for UV-vis; CH2Cl2/0.1 M TBAPF6 for CV)",NEEDS_REFERENCE_CONVERSION_CHECK,CCCCCCc1ccsc1,False,False,reference_conversion,Doping onset is not convertible under pinned reference conventions.
data/lit_curation/optical_doping_staging.csv,8,"Polyterthiophene (PT3), electropolymerized film from terthiophene",PARK,c1csc(-c2ccc(-c3cccs3)s2)c1,False,False,diagnostic_optical,Optical/doping staging is not part of this production ingest.
data/lit_curation/optical_doping_staging.csv,9,"Polyfuran (electropolymerized from terfuran, P1/PFu3)",NEEDS_REFERENCE_CONVERSION_CHECK,c1ccoc1,False,False,reference_conversion,Doping onset is not convertible under pinned reference conventions.
data/lit_curation/optical_doping_staging.csv,10,"Polyselenophene (electropolymerized from selenophene in BFEE, freestanding film)",PARK,c1cc[se]c1,False,False,diagnostic_optical,Optical/doping staging is not part of this production ingest.
data/lit_curation/optical_doping_staging.csv,11,"PEDOS - poly(3,4-ethylenedioxyselenophene) (electrodeposited in TBAClO4/MeCN)",NEEDS_REFERENCE_CONVERSION_CHECK,c1[se]cc2c1OCCO2,False,False,reference_conversion,Doping onset is not convertible under pinned reference conventions.
data/lit_curation/optical_doping_staging.csv,12,"Polypyrrole (electrodeposited in H2SO4, potentiostatic at +0.7 V vs SCE)",PARK,c1cc[nH]c1,False,False,diagnostic_optical,Optical/doping staging is not part of this production ingest.
data/lit_curation/optical_doping_staging.csv,13,"Poly(9,9-dioctylfluorene) (PFO)",PARK,CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccccc21,False,False,diagnostic_optical,Optical/doping staging is not part of this production ingest.
data/lit_curation/optical_doping_staging.csv,14,Polycarbazole (electropolymerized from carbazole),PARK,c1ccc2c(c1)[nH]c1ccccc12,False,False,diagnostic_optical,Optical/doping staging is not part of this production ingest.
data/lit_curation/optical_doping_staging.csv,15,"Poly(N-vinylcarbazole) (electropolymerized, PVK/polyCzV)",PARK,C=Cn1c2ccccc2c2ccccc21,False,False,diagnostic_optical,Optical/doping staging is not part of this production ingest.
data/lit_curation/optical_doping_staging.csv,16,"Poly(thieno[3,4-b]pyrazine-based terthienyl) P[T1] (parent TP-terthienyl, electropolymerized film)",NEEDS_REFERENCE_CONVERSION_CHECK,c1cnc2cscc2n1,False,False,reference_conversion,Doping onset is not convertible under pinned reference conventions.
data/lit_curation/optical_doping_staging.csv,17,"Poly(thieno[3,4-b]pyrazine-based terthienyl) P[T2] (acenaphtho-fused TP-terthienyl, electropolymerized film)",NEEDS_REFERENCE_CONVERSION_CHECK,c1cnc2cscc2n1,False,False,reference_conversion,Doping onset is not convertible under pinned reference conventions.
data/lit_curation/optical_doping_staging.csv,18,"Poly(thieno[3,4-b]pyrazine-based terthienyl) P[T3] (extended fused TP-terthienyl, electropolymerized film)",NEEDS_REFERENCE_CONVERSION_CHECK,c1cnc2cscc2n1,False,False,reference_conversion,Doping onset is not convertible under pinned reference conventions.
data/lit_curation/optical_doping_staging.csv,19,"Poly(thieno[3,4-b]pyrazine-based terthienyl) P[T4] (extended fused TP-terthienyl, electropolymerized film)",NEEDS_REFERENCE_CONVERSION_CHECK,c1cnc2cscc2n1,False,False,reference_conversion,Doping onset is not convertible under pinned reference conventions.
data/lit_curation/optical_doping_staging.csv,20,"Poly(thieno[3,4-b]pyrazine-based terthienyl) P[T5] (phenanthroline-fused TP-terthienyl, electropolymerized film)",NEEDS_REFERENCE_CONVERSION_CHECK,c1cnc2cscc2n1,False,False,reference_conversion,Doping onset is not convertible under pinned reference conventions.
data/lit_curation/optical_doping_staging.csv,21,"p-AlkyneDTP (electropolymerized poly(N-(but-3-yn-1-yl) dithieno[3,2-b:2',3'-d]pyrrole))",PARK,c1cc2[nH]c3ccsc3c2s1,False,False,diagnostic_optical,Optical/doping staging is not part of this production ingest.
data/lit_curation/optical_doping_staging.csv,22,"p-DTPNap (electropolymerized poly(N-naphthalimide-functionalized dithieno[3,2-b:2',3'-d]pyrrole))",PARK,c1cc2[nH]c3ccsc3c2s1,False,False,diagnostic_optical,Optical/doping staging is not part of this production ingest.
data/lit_curation/optical_doping_staging.csv,23,"PCPDTDTBTDI-EH,DMO (cyclopentadithiophene-bithiophene-benzothiadiazole-dicarboxylic-imide D-A copolymer)",NEEDS_REFERENCE_CONVERSION_CHECK,c1cc2c(s1)-c1sccc1C2,False,False,reference_conversion,Doping onset is not convertible under pinned reference conventions.
data/lit_curation/optical_doping_staging.csv,24,"PCPDTDTBTDI-8,DMO (cyclopentadithiophene-bithiophene-benzothiadiazole-dicarboxylic-imide D-A copolymer)",NEEDS_REFERENCE_CONVERSION_CHECK,c1cc2c(s1)-c1sccc1C2,False,False,reference_conversion,Doping onset is not convertible under pinned reference conventions.
data/lit_curation/optical_doping_staging.csv,25,"PCPDTDTBTDI-8,8 (cyclopentadithiophene-bithiophene-benzothiadiazole-dicarboxylic-imide D-A copolymer)",NEEDS_REFERENCE_CONVERSION_CHECK,c1cc2c(s1)-c1sccc1C2,False,False,reference_conversion,Doping onset is not convertible under pinned reference conventions.
data/lit_curation/optical_doping_staging.csv,26,"PCPDTDTBTDI-EH,8 (cyclopentadithiophene-bithiophene-benzothiadiazole-dicarboxylic-imide D-A copolymer)",NEEDS_REFERENCE_CONVERSION_CHECK,c1cc2c(s1)-c1sccc1C2,False,False,reference_conversion,Doping onset is not convertible under pinned reference conventions.
data/lit_curation/optical_doping_staging.csv,27,"P1 = poly(5-fluoro-4,7-di(thiophen-2-yl)-2,1,3-benzothiadiazole) (fluorinated benzothiadiazole-thiophene D-A homopolymer, electropolymerized)",NEEDS_REFERENCE_CONVERSION_CHECK,c1csc(-c2ccc3nsnc3c2)c1,False,False,reference_conversion,Doping onset is not convertible under pinned reference conventions.
data/lit_curation/optical_doping_staging.csv,28,"Copolymer of 4,7-di(thiophen-2-yl)benzo[c][1,2,5]thiadiazole with EDOT (electropolymerized D-A electrochromic copolymer)",PARK,c1csc(-c2ccc3nsnc3c2)c1,False,False,diagnostic_optical,Optical/doping staging is not part of this production ingest.
